,nct_id,documents
1454,NCT02935699,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""April 10, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/99/NCT02935699/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 8, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/99/NCT02935699/SAP_001.pdf""}]"
1455,NCT02936479,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 28, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/79/NCT02936479/Prot_SAP_000.pdf""}"
1456,NCT02937701,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""March 17, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/01/NCT02937701/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 6, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/01/NCT02937701/SAP_001.pdf""}]"
1457,NCT02940860,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""June 14, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/60/NCT02940860/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""April 12, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/60/NCT02940860/SAP_001.pdf""}]"
1458,NCT02945657,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 18, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/57/NCT02945657/SAP_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""January 30, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/57/NCT02945657/Prot_001.pdf""}]"
1459,NCT02950558,"{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 14, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/58/NCT02950558/SAP_000.pdf""}"
1460,NCT02952820,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""August 13, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/20/NCT02952820/Prot_002.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 21, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/20/NCT02952820/SAP_003.pdf""}]"
1461,NCT02956616,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 5, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/16/NCT02956616/Prot_SAP_000.pdf""}"
1462,NCT02961894,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""August 1, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/94/NCT02961894/Prot_002.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 1, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/94/NCT02961894/SAP_003.pdf""}]"
1463,NCT02965846,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 26, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/46/NCT02965846/Prot_SAP_000.pdf""}"
1464,NCT02966275,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 5, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/75/NCT02966275/Prot_SAP_000.pdf""}"
1465,NCT02970305,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""March 31, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/05/NCT02970305/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 1, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/05/NCT02970305/SAP_001.pdf""}]"
1466,NCT02971839,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""October 24, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/39/NCT02971839/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""September 22, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/39/NCT02971839/SAP_001.pdf""}]"
1467,NCT02983305,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 15, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/05/NCT02983305/Prot_SAP_000.pdf""}"
1468,NCT02993783,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""September 13, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/83/NCT02993783/SAP_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 27, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/83/NCT02993783/Prot_001.pdf""}]"
1469,NCT02996448,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 13, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/48/NCT02996448/Prot_SAP_000.pdf""}"
1470,NCT02998554,"[{""document_type"": ""Study Protocol: Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""June 30, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/54/NCT02998554/Prot_000.pdf""}, {""document_type"": ""Study Protocol: Amendment 1"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 28, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/54/NCT02998554/Prot_001.pdf""}, {""document_type"": ""Study Protocol: Amendment 2"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""February 15, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/54/NCT02998554/Prot_002.pdf""}, {""document_type"": ""Study Protocol: Amendment 3"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""December 13, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/54/NCT02998554/Prot_003.pdf""}, {""document_type"": ""Study Protocol: Amendment 4"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""May 31, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/54/NCT02998554/Prot_004.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 24, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/54/NCT02998554/SAP_005.pdf""}]"
1471,NCT03001219,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 28, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/19/NCT03001219/Prot_SAP_000.pdf""}"
1472,NCT03006458,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 2, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/58/NCT03006458/Prot_SAP_000.pdf""}"
1473,NCT03020160,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""July 25, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/60/NCT03020160/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 20, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/60/NCT03020160/SAP_001.pdf""}]"
1474,NCT03023878,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""June 3, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/78/NCT03023878/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""September 12, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/78/NCT03023878/SAP_001.pdf""}]"
1475,NCT03037580,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""August 12, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/80/NCT03037580/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""September 18, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/80/NCT03037580/SAP_001.pdf""}]"
1476,NCT03039738,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""August 9, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/38/NCT03039738/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 22, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/38/NCT03039738/SAP_001.pdf""}]"
1477,NCT03042702,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 8, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/02/NCT03042702/Prot_SAP_000.pdf""}"
1478,NCT03044106,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 25, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/06/NCT03044106/Prot_SAP_000.pdf""}"
1479,NCT03050398,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 15, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/98/NCT03050398/Prot_SAP_001.pdf""}"
1480,NCT03053427,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""January 13, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/27/NCT03053427/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""September 3, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/27/NCT03053427/SAP_001.pdf""}]"
1481,NCT03054064,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 25, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/64/NCT03054064/Prot_SAP_000.pdf""}"
1482,NCT03054844,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 22, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/44/NCT03054844/Prot_SAP_000.pdf""}"
1483,NCT03055806,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 16, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/06/NCT03055806/Prot_SAP_000.pdf""}"
1484,NCT03061279,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 26, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/79/NCT03061279/Prot_SAP_000.pdf""}"
1485,NCT03066778,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""April 23, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/78/NCT03066778/Prot_SAP_000.pdf""}"
1486,NCT03069365,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""January 30, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/65/NCT03069365/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""February 6, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/65/NCT03069365/SAP_001.pdf""}]"
1487,NCT03077711,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""February 8, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/11/NCT03077711/Prot_SAP_000.pdf""}"
1488,NCT03082755,"{""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""November 29, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/55/NCT03082755/ICF_000.pdf""}"
1489,NCT03083379,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""February 13, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/79/NCT03083379/Prot_SAP_000.pdf""}"
1490,NCT03085914,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""February 14, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/14/NCT03085914/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 12, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/14/NCT03085914/SAP_001.pdf""}]"
1491,NCT03089944,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""June 11, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/44/NCT03089944/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 8, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/44/NCT03089944/SAP_001.pdf""}]"
1492,NCT03091777,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""January 24, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/77/NCT03091777/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""February 16, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/77/NCT03091777/SAP_001.pdf""}]"
