,nct_id,version_date,document_type,document_date,upload_date,no_sap
3097,NCT01747499,2019-09-27,Study Protocol and Statistical Analysis Plan,"September 6, 2018",08/15/2019 08:27,
3098,NCT01753362,2019-12-03,Study Protocol and Statistical Analysis Plan,"October 2, 2018",12/03/2019 15:26,
3099,NCT01790295,2019-02-28,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","August 8, 2016",10/08/2018 11:00,
3100,NCT01807598,2019-01-09,Study Protocol and Statistical Analysis Plan,"April 3, 2015",12/06/2018 19:16,
3101,NCT01816230,2020-08-31,Study Protocol and Statistical Analysis Plan,"August 24, 2015",08/31/2020 09:42,
3102,NCT01827137,2020-01-06,Study Protocol and Statistical Analysis Plan,"October 20, 2016",06/15/2019 14:42,
3103,NCT01839487,2020-07-06,Study Protocol,"February 9, 2018",06/11/2020 16:14,
3104,NCT01839487,2020-07-06,Statistical Analysis Plan,"December 12, 2016",06/11/2020 16:15,
3105,NCT01849783,2020-12-22,Study Protocol and Statistical Analysis Plan,"November 6, 2019",09/24/2020 08:59,
3106,NCT01849783,2020-12-22,Informed Consent Form,"February 28, 2018",09/24/2020 08:59,
3107,NCT01854034,2018-03-11,Study Protocol and Statistical Analysis Plan,"September 29, 2016",02/07/2018 15:12,
3108,NCT01858194,2020-04-08,Study Protocol and Statistical Analysis Plan,"November 1, 2012",02/12/2020 11:43,
3109,NCT01885897,2020-07-28,Study Protocol and Statistical Analysis Plan,"April 12, 2016",07/10/2020 18:38,
3110,NCT01906866,2019-05-07,Study Protocol,"May 19, 2015",05/07/2019 05:51,
3111,NCT01906866,2019-05-07,Statistical Analysis Plan,"October 10, 2016",05/07/2019 05:53,
3112,NCT01908699,2020-02-13,Study Protocol,"October 15, 2014",02/12/2020 10:01,
3113,NCT01908699,2020-02-13,Statistical Analysis Plan,"September 13, 2018",02/12/2020 10:02,
3114,NCT01930175,2020-09-24,Statistical Analysis Plan,"July 13, 2017",09/24/2020 07:50,
3115,NCT01930175,2020-09-24,Study Protocol,"April 9, 2019",09/24/2020 07:50,
3116,NCT01933594,2019-05-01,Statistical Analysis Plan,"May 7, 2018",03/15/2019 13:40,
3117,NCT01933594,2019-05-01,Study Protocol,"June 7, 2018",04/03/2019 09:16,
3118,NCT01937117,2020-01-14,Study Protocol and Statistical Analysis Plan,"July 30, 2015",01/14/2020 13:56,
3119,NCT01938001,2019-07-19,Statistical Analysis Plan,"June 21, 2018",06/21/2019 14:51,
3120,NCT01938001,2019-07-19,Study Protocol,"December 13, 2018",06/21/2019 14:52,
3121,NCT01940887,2020-09-29,Study Protocol,"March 6, 2014",06/18/2019 11:26,
3122,NCT01940887,2020-09-29,Statistical Analysis Plan,"March 21, 2017",06/18/2019 11:29,
3123,NCT01954927,2019-03-11,Study Protocol and Statistical Analysis Plan,"July 2, 2018",01/03/2019 13:07,
3124,NCT01958073,2020-08-26,Study Protocol and Statistical Analysis Plan,"February 21, 2017",07/16/2020 16:39,
3125,NCT01972529,2018-01-29,Study Protocol,"December 2, 2016",12/22/2017 10:23,
3126,NCT01972529,2018-01-29,Statistical Analysis Plan,"February 16, 2017",01/29/2018 11:12,
3127,NCT01973283,2020-12-17,Study Protocol,"April 6, 2020",11/03/2020 17:12,
3128,NCT01973283,2020-12-17,Informed Consent Form,"October 18, 2016",12/15/2020 20:23,
3129,NCT01973283,2020-12-17,Statistical Analysis Plan,"November 9, 2012",12/15/2020 20:47,
3130,NCT01986140,2018-10-25,Study Protocol,"July 1, 2016",01/25/2018 16:35,
3131,NCT01986140,2018-10-25,Informed Consent Form,"July 6, 2016",01/25/2018 16:43,
3132,NCT01986140,2018-10-25,Statistical Analysis Plan,"November 30, 2015",10/25/2018 13:40,
3133,NCT01988246,2020-05-12,Study Protocol and Statistical Analysis Plan,"July 25, 2018",03/09/2020 14:51,
3134,NCT01988246,2020-05-12,Informed Consent Form,"May 8, 2015",03/09/2020 14:51,
3135,NCT01988571,2020-11-20,Informed Consent Form,"February 1, 2018",11/20/2020 15:55,
3136,NCT01997333,2019-03-06,Study Protocol,"July 28, 2015",11/29/2018 16:05,
3137,NCT01997333,2019-03-06,Statistical Analysis Plan,"August 31, 2017",11/29/2018 16:10,
3138,NCT02022826,2017-11-01,Study Protocol,"March 15, 2015",08/06/2017 06:32,
3139,NCT02022826,2017-11-01,Statistical Analysis Plan,"January 5, 2017",08/06/2017 06:34,
3140,NCT02024555,2020-07-07,Study Protocol and Statistical Analysis Plan,"April 5, 2018",06/16/2020 12:03,
3141,NCT02027025,2018-12-17,Study Protocol and Statistical Analysis Plan,"May 31, 2017",12/17/2018 05:53,
3142,NCT02030002,2020-12-18,Informed Consent Form,"May 14, 2013",11/18/2020 17:56,
3143,NCT02030002,2020-12-18,Study Protocol and Statistical Analysis Plan,"May 14, 2013",12/18/2020 12:45,
3144,NCT02056626,2019-05-23,Study Protocol and Statistical Analysis Plan,"August 3, 2016",05/21/2019 14:17,
3145,NCT02056626,2019-05-23,Informed Consent Form,"March 26, 2015",05/23/2019 12:03,
3146,NCT02059213,2019-01-25,Study Protocol and Statistical Analysis Plan,"August 9, 2016",08/17/2018 10:28,
3147,NCT02060370,2020-02-14,Study Protocol and Statistical Analysis Plan,"January 6, 2015",12/31/2019 13:06,
3148,NCT02066298,2019-03-28,Study Protocol and Statistical Analysis Plan,"November 12, 2015",03/26/2019 12:36,
3149,NCT02069379,2018-10-09,Study Protocol and Statistical Analysis Plan,"November 19, 2015",08/20/2018 01:54,
3150,NCT02072824,2018-09-10,Statistical Analysis Plan,"April 6, 2018",09/10/2018 21:02,
3151,NCT02072824,2018-09-10,Study Protocol,"December 15, 2017",09/10/2018 21:02,
3152,NCT02075840,2018-02-16,Statistical Analysis Plan,"February 6, 2018",02/06/2018 10:36,
3153,NCT02075840,2018-02-16,Study Protocol,"February 6, 2018",02/06/2018 10:36,
3154,NCT02093793,2020-06-29,Study Protocol and Statistical Analysis Plan,"February 6, 2017",02/02/2020 23:34,
3155,NCT02096471,2018-12-17,Study Protocol and Statistical Analysis Plan,"July 20, 2018",08/06/2018 16:55,
3156,NCT02099864,2020-12-18,Study Protocol and Statistical Analysis Plan,"March 2, 2020",09/30/2020 17:18,
3157,NCT02106975,2019-03-07,Study Protocol and Statistical Analysis Plan,"February 20, 2017",01/02/2019 14:45,
3158,NCT02111174,2018-07-17,Study Protocol and Statistical Analysis Plan,"September 7, 2016",06/21/2018 08:21,
3159,NCT02128763,2018-12-12,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","July 1, 2017",06/27/2018 10:53,
3160,NCT02137369,2020-10-13,Study Protocol and Statistical Analysis Plan,"October 24, 2014",10/12/2020 17:31,
3161,NCT02137759,2020-02-21,Informed Consent Form,"December 13, 2017",02/17/2020 15:21,
3162,NCT02138110,2019-11-18,Statistical Analysis Plan,"January 17, 2018",11/19/2018 20:38,
3163,NCT02138110,2019-11-18,Study Protocol,"June 29, 2017",01/22/2019 04:23,
3164,NCT02141399,2018-11-21,Study Protocol,"March 3, 2016",11/21/2018 13:48,
3165,NCT02141399,2018-11-21,Statistical Analysis Plan,"September 15, 2017",11/21/2018 13:48,
3166,NCT02145403,2020-01-02,Study Protocol and Statistical Analysis Plan,"August 24, 2018",10/23/2019 09:58,
3167,NCT02151149,2018-08-20,Statistical Analysis Plan: ABI-007-NSCL-005_SAP_AM!_Redacted.17March 2016,"March 17, 2016",07/13/2018 16:56,
3168,NCT02151149,2018-08-20,Study Protocol: ABI-007-NSCL-005_PA1_Redacted.09April2014,"April 9, 2014",07/13/2018 16:58,
3169,NCT02151149,2018-08-20,Statistical Analysis Plan: ABI-007-NSCL-005.OriginalSAP.Redacted24 June2016,"June 24, 2016",07/13/2018 17:02,
3170,NCT02151149,2018-08-20,Study Protocol: ABI-007-NSCL-005_PA2_Redacted.05 December 2014,"December 5, 2014",07/13/2018 17:05,
3171,NCT02151149,2018-08-20,Study Protocol: ABI-007-NSCL-005_PA3_Redacted.17 March 2016,"March 17, 2016",07/13/2018 17:07,
3172,NCT02151149,2018-08-20,Study Protocol: ABI-007-NSCL-005_Original_Redacted.06 March2014,"March 6, 2014",07/13/2018 17:09,
3173,NCT02169869,2019-04-08,Study Protocol and Statistical Analysis Plan,"March 16, 2017",04/08/2019 14:43,
3174,NCT02170870,2019-03-30,Study Protocol and Statistical Analysis Plan,"June 16, 2017",11/06/2018 14:28,
3175,NCT02174731,2019-11-27,Study Protocol,"September 19, 2018",11/27/2019 13:43,
3176,NCT02174731,2019-11-27,Statistical Analysis Plan,"September 28, 2018",11/27/2019 13:43,
3177,NCT02177838,2020-12-21,Study Protocol and Statistical Analysis Plan,"October 15, 2019",10/15/2020 09:41,
3178,NCT02177838,2020-12-21,Informed Consent Form,"June 21, 2019",10/15/2020 09:45,
3179,NCT02193880,2018-12-17,Study Protocol and Statistical Analysis Plan,"March 1, 2018",12/17/2018 15:59,
3180,NCT02217410,2018-11-28,Study Protocol,"September 20, 2017",11/28/2018 14:55,
3181,NCT02217410,2018-11-28,Statistical Analysis Plan,"January 16, 2018",11/28/2018 14:55,
3182,NCT02237001,2020-10-02,Study Protocol,"December 16, 2014",08/20/2020 13:16,
3183,NCT02237001,2020-10-02,Statistical Analysis Plan,"September 5, 2019",08/20/2020 13:19,
3184,NCT02251938,2020-01-31,Study Protocol,"June 30, 2014",10/18/2019 15:10,
3185,NCT02251938,2020-01-31,Statistical Analysis Plan,"November 15, 2017",10/18/2019 15:10,
3186,NCT02259582,2018-08-14,Statistical Analysis Plan,"April 10, 2017",06/22/2018 12:20,
3187,NCT02259582,2018-08-14,Study Protocol and Informed Consent Form,"November 29, 2016",06/22/2018 12:46,
3188,NCT02263079,2020-08-21,Study Protocol and Statistical Analysis Plan,"October 26, 2018",07/15/2020 11:46,
3189,NCT02267187,2018-04-18,Study Protocol and Statistical Analysis Plan,"April 4, 2017",04/18/2018 14:32,
3190,NCT02267187,2018-04-18,Informed Consent Form,"April 4, 2017",04/18/2018 14:32,
3191,NCT02272803,2019-09-09,Statistical Analysis Plan,"April 2, 2017",09/09/2019 13:53,
3192,NCT02272803,2019-09-09,Study Protocol,"February 16, 2017",09/09/2019 13:53,
3193,NCT02288559,2019-01-24,Study Protocol and Statistical Analysis Plan,"December 24, 2015",01/24/2019 08:57,
3194,NCT02291029,2019-07-26,Study Protocol,"May 24, 2017",06/28/2019 10:09,
3195,NCT02291029,2019-07-26,Statistical Analysis Plan,"September 5, 2018",06/28/2019 10:09,
3196,NCT02307916,2020-06-01,Study Protocol and Statistical Analysis Plan,"May 28, 2018",04/13/2020 14:23,
3197,NCT02309411,2018-05-17,Study Protocol,"April 14, 2015",05/17/2018 03:00,
3198,NCT02309411,2018-05-17,Statistical Analysis Plan,"April 28, 2017",05/17/2018 03:00,
3199,NCT02314026,2019-02-27,Study Protocol and Statistical Analysis Plan,"May 1, 2016",02/07/2019 09:55,
3200,NCT02334384,2018-08-02,Study Protocol and Statistical Analysis Plan,"March 30, 2017",08/01/2018 14:58,
3201,NCT02336815,2020-07-24,Study Protocol,"December 13, 2017",07/24/2020 09:48,
3202,NCT02336815,2020-07-24,Statistical Analysis Plan,"May 9, 2018",07/24/2020 09:48,
3203,NCT02347098,2019-06-18,Study Protocol,"June 22, 2016",04/26/2019 23:59,
3204,NCT02347098,2019-06-18,Statistical Analysis Plan,"September 30, 2014",04/27/2019 00:01,
3205,NCT02347813,2020-06-02,Informed Consent Form,"August 4, 2016",07/02/2019 14:07,
3206,NCT02347813,2020-06-02,Study Protocol and Statistical Analysis Plan,"August 4, 2016",02/17/2020 13:35,
3207,NCT02350816,2020-04-15,Study Protocol,"January 25, 2017",03/20/2020 08:46,
3208,NCT02350816,2020-04-15,Statistical Analysis Plan,"June 21, 2019",03/20/2020 08:46,
3209,NCT02359006,2018-12-19,Study Protocol,"July 11, 2017",12/19/2018 12:26,
3210,NCT02359006,2018-12-19,Statistical Analysis Plan,"July 1, 2017",12/19/2018 12:27,
3211,NCT02371369,2020-01-06,Study Protocol and Statistical Analysis Plan,"December 15, 2017",08/22/2019 16:44,
3212,NCT02378883,2019-04-04,Study Protocol and Statistical Analysis Plan,"August 5, 2014",02/26/2019 12:20,
3213,NCT02387008,2019-05-29,Study Protocol and Statistical Analysis Plan,"November 11, 2015",05/29/2019 12:10,
3214,NCT02387840,2020-12-18,Study Protocol and Statistical Analysis Plan,"November 21, 2016",08/04/2020 16:54,
3215,NCT02387840,2020-12-18,Informed Consent Form,"October 26, 2017",08/04/2020 16:54,
3216,NCT02395042,2018-09-05,Study Protocol,"April 28, 2016",06/29/2018 16:50,
3217,NCT02395042,2018-09-05,Statistical Analysis Plan,"March 27, 2018",06/29/2018 16:50,
3218,NCT02395692,2019-03-14,Study Protocol and Statistical Analysis Plan,"September 28, 2015",10/23/2018 10:36,
3219,NCT02397096,2019-03-13,Study Protocol and Statistical Analysis Plan,"December 14, 2017",02/04/2019 08:13,
3220,NCT02401048,2019-06-03,Study Protocol,"February 20, 2015",10/25/2018 14:55,
3221,NCT02401048,2019-06-03,Statistical Analysis Plan,"January 10, 2018",10/25/2018 16:49,
3222,NCT02417246,2019-10-19,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","July 13, 2018",07/03/2019 17:10,
3223,NCT02420821,2018-09-04,Study Protocol and Statistical Analysis Plan,"April 3, 2018",08/21/2018 15:36,
3224,NCT02436889,2019-03-28,Study Protocol and Statistical Analysis Plan,"April 8, 2016",02/05/2019 09:32,
3225,NCT02448810,2018-03-15,Study Protocol,"May 9, 2016",02/14/2018 10:39,
3226,NCT02448810,2018-03-15,Statistical Analysis Plan,"October 10, 2016",02/14/2018 10:39,
3227,NCT02451358,2018-01-29,Study Protocol,"September 30, 2015",01/29/2018 04:13,
3228,NCT02451358,2018-01-29,Statistical Analysis Plan,"March 4, 2016",01/29/2018 04:14,
3229,NCT02455336,2019-06-07,Study Protocol and Statistical Analysis Plan,"January 4, 2019",05/07/2019 13:10,
3230,NCT02457260,2018-06-19,Study Protocol and Statistical Analysis Plan,"September 2, 2016",03/01/2018 10:34,
3231,NCT02470806,2020-04-03,Study Protocol,"August 22, 2016",12/10/2018 10:56,
3232,NCT02470806,2020-04-03,Statistical Analysis Plan,"June 5, 2015",12/10/2018 10:58,
3233,NCT02471651,2019-01-29,Study Protocol and Statistical Analysis Plan,"October 28, 2015",01/29/2019 11:49,
3234,NCT02476916,2020-06-09,Study Protocol,"June 30, 2017",05/21/2020 14:38,
3235,NCT02476916,2020-06-09,Statistical Analysis Plan,"June 15, 2017",05/21/2020 14:39,
3236,NCT02484690,2020-09-16,Study Protocol,"September 9, 2016",09/16/2020 11:42,
3237,NCT02484690,2020-09-16,Statistical Analysis Plan,"February 13, 2017",09/16/2020 11:42,
3238,NCT02494102,2019-06-19,Study Protocol and Statistical Analysis Plan,"November 28, 2017",06/17/2019 10:35,
3239,NCT02495168,2019-11-11,Statistical Analysis Plan,"April 11, 2018",09/26/2019 14:31,
3240,NCT02495168,2019-11-11,Study Protocol,"February 24, 2017",09/26/2019 14:31,
3241,NCT02496767,2020-06-17,Study Protocol,"June 26, 2017",05/06/2020 12:09,
3242,NCT02496767,2020-06-17,Statistical Analysis Plan,"June 26, 2017",05/06/2020 12:11,
3243,NCT02499770,2020-06-24,Study Protocol,"September 15, 2016",05/13/2020 10:53,
3244,NCT02499770,2020-06-24,Statistical Analysis Plan,"February 14, 2018",05/22/2020 12:39,
3245,NCT02502149,2018-03-09,Study Protocol,"September 21, 2015",03/08/2018 23:48,
3246,NCT02502149,2018-03-09,Statistical Analysis Plan,"October 10, 2016",03/08/2018 23:49,
3247,NCT02503501,2020-04-08,Study Protocol and Statistical Analysis Plan,"November 11, 2016",03/04/2020 11:19,
3248,NCT02503852,2020-01-09,Study Protocol and Statistical Analysis Plan,"November 24, 2015",08/25/2019 17:39,
3249,NCT02509026,2020-06-03,Statistical Analysis Plan,"December 6, 2017",05/07/2020 12:29,
3250,NCT02509026,2020-06-03,Study Protocol,"June 24, 2015",05/07/2020 12:32,
3251,NCT02521285,2019-12-31,Study Protocol and Statistical Analysis Plan,"May 3, 2019",12/31/2019 11:51,
3252,NCT02527434,2019-02-13,Statistical Analysis Plan,"June 22, 2018",02/13/2019 07:44,
3253,NCT02527434,2019-02-13,Study Protocol,"September 13, 2018",02/13/2019 07:44,
3254,NCT02532517,2020-09-30,Study Protocol,"March 23, 2018",09/30/2020 05:50,
3255,NCT02532517,2020-09-30,Statistical Analysis Plan,"March 28, 2018",09/30/2020 05:50,
3256,NCT02535715,2019-03-19,Study Protocol and Statistical Analysis Plan,"July 10, 2015",08/29/2018 13:01,
3257,NCT02536105,2019-11-23,Study Protocol and Statistical Analysis Plan,"October 30, 2017",09/02/2019 21:45,
3258,NCT02537431,2018-08-27,Study Protocol,"August 29, 2017",08/27/2018 18:11,
3259,NCT02537431,2018-08-27,Statistical Analysis Plan,"December 15, 2016",08/27/2018 18:11,
3260,NCT02539511,2019-04-02,Study Protocol,"September 5, 2017",01/25/2019 14:03,
3261,NCT02539511,2019-04-02,Statistical Analysis Plan,"September 5, 2017",04/02/2019 16:00,
3262,NCT02544607,2019-03-08,Study Protocol and Statistical Analysis Plan,"November 9, 2017",07/03/2018 15:15,
3263,NCT02545075,2020-05-05,Statistical Analysis Plan,"January 17, 2019",04/13/2020 13:51,
3264,NCT02545075,2020-05-05,Study Protocol,"June 28, 2019",04/14/2020 12:44,
3265,NCT02545504,2020-04-15,Study Protocol,"March 6, 2017",03/20/2020 08:40,
3266,NCT02545504,2020-04-15,Statistical Analysis Plan,"October 3, 2018",03/20/2020 08:42,
3267,NCT02551809,2020-03-04,Study Protocol,"November 28, 2017",12/24/2019 22:07,
3268,NCT02551809,2020-03-04,Statistical Analysis Plan,"October 31, 2018",03/04/2020 12:34,
3269,NCT02552238,2020-07-21,Study Protocol and Statistical Analysis Plan,"April 30, 2015",07/21/2020 09:19,
3270,NCT02553135,2019-07-25,Study Protocol and Statistical Analysis Plan,"May 18, 2015",06/25/2019 09:02,
3271,NCT02553915,2019-10-27,Study Protocol and Statistical Analysis Plan,"February 7, 2018",10/02/2019 10:05,
3272,NCT02553915,2019-10-27,Informed Consent Form,"September 27, 2017",10/02/2019 10:07,
3273,NCT02555683,2020-05-04,Statistical Analysis Plan,"November 29, 2019",05/04/2020 05:52,
3274,NCT02555683,2020-05-04,Study Protocol,"February 10, 2017",05/04/2020 05:52,
3275,NCT02559570,2019-04-19,Study Protocol,"May 16, 2017",04/19/2019 20:38,
3276,NCT02559570,2019-04-19,Statistical Analysis Plan,"June 28, 2018",04/19/2019 20:38,
3277,NCT02562482,2020-02-04,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","September 11, 2018",02/04/2020 08:41,
3278,NCT02564887,2020-03-09,Informed Consent Form,"July 25, 2017",01/29/2020 08:59,
3279,NCT02564887,2020-03-09,Study Protocol and Statistical Analysis Plan,"June 7, 2018",01/29/2020 09:07,
3280,NCT02572817,2019-05-24,Study Protocol,"June 15, 2017",03/29/2019 11:02,
3281,NCT02572817,2019-05-24,Statistical Analysis Plan,"May 25, 2016",03/29/2019 11:03,
3282,NCT02575079,2019-06-06,Study Protocol and Statistical Analysis Plan,"October 24, 2018",03/18/2019 09:44,
3283,NCT02576067,2020-04-09,Study Protocol and Statistical Analysis Plan,"March 7, 2019",03/27/2020 22:28,
3284,NCT02576938,2018-02-16,Statistical Analysis Plan,"January 11, 2017",02/15/2018 15:01,
3285,NCT02576938,2018-02-16,Study Protocol: Protocol,"September 30, 2015",02/16/2018 07:22,
3286,NCT02576938,2018-02-16,Study Protocol: Protocol Amendment (a),"October 23, 2015",02/16/2018 07:29,
3287,NCT02576938,2018-02-16,Study Protocol: Protocol Amendment (b),"March 7, 2016",02/16/2018 07:30,
3288,NCT02576938,2018-02-16,Study Protocol: Protocol Amendment (c),"May 25, 2016",02/16/2018 07:31,
3289,NCT02576938,2018-02-16,Study Protocol: Protocol Amendment (d),"June 24, 2016",02/16/2018 07:32,
3290,NCT02579928,2020-03-02,Study Protocol and Statistical Analysis Plan,"September 13, 2017",12/04/2019 11:33,
3291,NCT02581995,2018-09-12,Statistical Analysis Plan,"May 4, 2017",07/26/2018 23:12,
3292,NCT02581995,2018-09-12,Study Protocol,"September 7, 2015",07/26/2018 23:12,
3293,NCT02589145,2019-11-26,Study Protocol and Statistical Analysis Plan,"August 23, 2016",11/06/2019 16:59,
3294,NCT02590068,2019-12-16,Study Protocol and Statistical Analysis Plan,"May 15, 2019",12/02/2019 15:38,
3295,NCT02590939,2018-03-08,Study Protocol and Statistical Analysis Plan,"July 11, 2016",02/07/2018 10:14,
3296,NCT02594098,2019-05-23,Study Protocol and Statistical Analysis Plan,"November 2, 2015",04/15/2019 17:09,
3297,NCT02605954,2018-06-13,Study Protocol: Original,"July 31, 2015",06/08/2018 17:33,
3298,NCT02605954,2018-06-13,Study Protocol: Amendment 1,"June 1, 2016",06/08/2018 17:34,
